DATASET	TOKENIZER	NOISE_TYPE	NOISE_LVL	N_SENTS	MIN_TOKS_PER_SENT	MAX_TPS	MEAN_TPS	STD_TPS	MEAN+STD	MEAN+1.5STD	MEAN+2STD	SAMPLE_SENTENCE
../datasets/dev_NDT-NOB_UPOS.tsv	ltgoslo/norbert2	add_random_noise	0.75	2409	1.2	141.0	25.267081776670814	16.91400695126429	42.181088727935105	50.638092203567254	59.095095679199396	Dom ##m ##r Finn ##g Eier ##tsen av ##sår , selvfølgelig ev ##iss ##t , f ##Or ##a [UNK] å [UNK] ett ##e rd på [UNK] [UNK] innt ##r ##5 ##ykk retten or it ##t vedk [UNK] mm ##ende måtte ha danne ##n s [UNK] eg av d ##fe han ##M ##dl ##inger get ##ten finner bevis [UNK] o ##og a lov ##overt ##reder ##en .
../datasets/dev_NDT-NOB_UPOS.tsv	ltgoslo/norbert2	add_random_noise	0.95	2409	1.2	144.6	27.43561643835617	18.307737657453924	45.74335409581009	54.897222924537054	64.05109175326402	Dom ##er inn Ei " ler ##tsen [UNK] , self ##øl ##gel ##ig b ##visst , f ##V ##a å ##N [UNK] Lette or ##Ad p [UNK] de ##P ##t [UNK] nn ##trykk retten fo ø ##sitt v ##Ge ##dk ##ommende må ##t ##P ##te h ##K dan [UNK] net eg av de ##L hand ##inger rett ##men finne ( r ev ##ist o ##ø [UNK] av lov ##o ##Re ##rt ##reder ##en .
../datasets/dev_LIA-west_UPOS.tsv	ltgoslo/norbert2	-	-	1158	2.0	55.0	17.501727115716754	11.512158345123007	29.01388546083976	34.769964633401266	40.52604380596277	ja .
../datasets/dev_LIA-west_UPOS.tsv	ltgoslo/norbert2	add_random_noise	0.15	1158	2.0	57.8	17.993609671848013	11.887219042047999	29.880828713896012	35.82443823492001	41.76804775594401	ja .
../datasets/dev_LIA-west_UPOS.tsv	ltgoslo/norbert2	add_random_noise	0.35	1158	2.0	59.6	18.620379965457687	12.361169484161199	30.981549449618885	37.16213419169949	43.342718933780084	ja .
../datasets/dev_LIA-west_UPOS.tsv	ltgoslo/norbert2	add_random_noise	0.55	1158	1.2	63.0	19.34490500863558	12.818380369084167	32.163285377719745	38.57247556226183	44.98166574680391	ja [UNK] .
../datasets/dev_LIA-west_UPOS.tsv	ltgoslo/norbert2	add_random_noise	0.75	1158	1.0	65.2	19.956822107081173	13.241236595560347	33.19805870264152	39.818677000421694	46.43929529820187	[UNK] a .
../datasets/dev_LIA-west_UPOS.tsv	ltgoslo/norbert2	add_random_noise	0.95	1158	1.2	68.8	20.65077720207254	13.789686076262692	34.44046327833523	41.33530631646658	48.23014935459793	j ##v .
../datasets/train_NDT-NOB_UPOS.tsv	bert-base-multilingual-cased	-	-	15696	1.0	159.0	23.140417940876656	14.64924275800356	37.78966069888021	45.114282077881995	52.43890345688378	Lam og pi ##gg ##var på br ##yl ##lu ##ps ##men ##yen
../datasets/train_NDT-NOB_UPOS.tsv	bert-base-multilingual-cased	add_random_noise	0.15	15696	1.0	169.2	25.061952089704384	15.899798210125004	40.96175029982939	48.91164940489189	56.86154850995439	Lam og pi ##gg ##var på br ##yl ##lu ##ps ##men ##y ; n
../datasets/train_NDT-NOB_UPOS.tsv	bert-base-multilingual-cased	add_random_noise	0.35	15696	1.0	181.2	27.600891946992864	17.54348760504192	45.144379552034785	53.91612335455575	62.68786715707671	La ##D ##m og pi ##z ##g ##var på br ##yl ##lu ##ps ##men ##yen
../datasets/train_NDT-NOB_UPOS.tsv	bert-base-multilingual-cased	add_random_noise	0.55	15696	1.8	193.2	30.153797145769623	19.155370779137492	49.309167924907115	58.88685331447586	68.4645387040446	Lam og pi ##gg [UNK] ar p ##y br ##yl ##lu ##ps ##men ##ye
../datasets/train_NDT-NOB_UPOS.tsv	bert-base-multilingual-cased	add_random_noise	0.75	15696	1.4	205.0	32.675331294597356	20.845234609104153	53.52056590370151	63.943183208253586	74.36580051280566	La og pi ##gg = var på ##° br ##yl ##lu ##ps ##men ##y ##3 ##en
../datasets/train_NDT-NOB_UPOS.tsv	bert-base-multilingual-cased	add_random_noise	0.95	15696	1.8	214.8	35.23951325178389	22.410483406284346	57.64999665806823	68.85523836121041	80.06048006435259	L § am og ##9 pi ##gg ##var ? É ##på br ##yl ##8 ##lu ##ps ##men ##yen
../datasets/dev_NDT-NOB_UPOS.tsv	bert-base-multilingual-cased	-	-	2409	1.0	128.0	22.712743877127437	15.185270915812529	37.89801479293997	45.49065025084623	53.0832857087525	Dom ##mer Finn Ei ##ler ##tsen av ##står , selv ##f ##ø ##lge ##lig be ##vis ##st , fra å « sette ord på » det inn ##trykk retten for sitt ved ##kommen ##de måtte ha dannet seg av de handling ##er retten finner be ##vist og av lov ##over ##tre ##deren .
../datasets/dev_NDT-NOB_UPOS.tsv	bert-base-multilingual-cased	add_random_noise	0.15	2409	1.0	136.6	24.545703611457036	16.41727632398937	40.962979935446405	49.17161809744109	57.380256259435775	Dom ##mer Finn Ei ##ler ##tsen av ##står , selv ##f ##ø ##lge ##lig be ##vis ##st , fra « sette ord på » det inn ##trykk retten for sitt ved ##kommen ##de måtte ha dannet seg av de handling ##er ret ##Z ##ten fin ##° ##er be ##vist og av lov ##over ##tr , deren .
../datasets/dev_NDT-NOB_UPOS.tsv	bert-base-multilingual-cased	add_random_noise	0.35	2409	1.0	145.8	26.97833125778331	18.045605097741678	45.02393635552499	54.04673890439582	63.069541453266666	Dom ##mer Finn Ei ##ler ##tsen av ##stå ##á , selv ##f ##ø ##lge ##lig be ##vis [UNK] st , fra è « sette ord p » det nn ##trykk retten for sit ##át ved ##kommen ##de måtte ha " d ##R ##nnet seg av de handling ##er retten fi @ nn ##er be ##vist og a lov ##over ##tre ##deren .
../datasets/dev_NDT-NOB_UPOS.tsv	bert-base-multilingual-cased	add_random_noise	0.55	2409	2.0	156.8	29.484931506849318	19.709223741283786	49.1941552481331	59.048767118775	68.9033789894169	Dom ) mer Finn ##6 Ei ##ler ##tsen av ##st + r , selv ##f ##ø ##lge ##lig be ##v [ ss ##t , à ##ra å « sette ord på ##ó » det in # try ##kk rett ##es ##n for sit ved ##kommen ##de måtte a dannet seg av e handling ##ex retten finne se ##vist og ##S av lov ##over ##tre ##dre ##n .
../datasets/dev_NDT-NOB_UPOS.tsv	bert-base-multilingual-cased	add_random_noise	0.75	2409	2.0	165.0	31.840099626400995	21.316671607299167	53.15677123370016	63.81510703734975	74.47344284099933	à ##D ##omme ##r inn Ei ##l ##8 ##erts ##en av ##s ' år , s ##ê ##el ##v ##f ##ø ##lge ##lig be ##vis ##s [UNK] , fra å % « á ##ette ord | å » det int ##ryk ##k rev ##tten H ##for sitt ved ##kommen ##de åtte 3 ##ha nan ##net se " g av d handling ##er retten ##l finner - bei ##st og a ##F lov ##ov ##rt ##rede ##ren .
../datasets/dev_NDT-NOB_UPOS.tsv	bert-base-multilingual-cased	add_random_noise	0.95	2409	2.0	181.2	34.3777501037775	22.94677669624886	57.32452680002636	68.79791514815079	80.27130349627522	Do # mm ##er inn Ei ##le ##Z ##rts ##en av ##sü ##år , selv ##f ##ø ##lg ##N ##elig be ##v ##1 ##iss ##t , ra å « set ##L ##e ] r ##d p ##P » d ? et nn ##trykk ore ##tten for | » sitt ved ##kom ##m ##jn ##de í ##ått ##e h ' dann ##6 ##t s ##C ##g a ##ö de handling ##e r ##5 ##tten f ##nner be ##vit o @ g v lov ##over ##tre ##d = ren .
../datasets/dev_LIA-west_UPOS.tsv	bert-base-multilingual-cased	-	-	1158	2.0	62.0	19.26683937823834	12.739062721645347	32.005902099883684	38.37543346070636	44.74496482152904	ja .
../datasets/dev_LIA-west_UPOS.tsv	bert-base-multilingual-cased	add_random_noise	0.15	1158	2.0	64.6	20.106390328151985	13.335700870038153	33.44209119819014	40.10994163320922	46.777792068228294	ja .
../datasets/dev_LIA-west_UPOS.tsv	bert-base-multilingual-cased	add_random_noise	0.35	1158	2.0	67.4	21.192400690846288	14.141406284624356	35.333806975470644	42.40451011778282	49.475213260095	ja .
../datasets/dev_LIA-west_UPOS.tsv	bert-base-multilingual-cased	add_random_noise	0.55	1158	1.0	73.6	22.33108808290155	14.849750394789158	37.18083847769071	44.60571367508529	52.03058887247987	Ta .
../datasets/dev_LIA-west_UPOS.tsv	bert-base-multilingual-cased	add_random_noise	0.75	1158	1.0	79.2	23.41571675302245	15.608889010770222	39.02460576379267	46.829050269177785	54.63349477456289	ja .
../datasets/dev_LIA-west_UPOS.tsv	bert-base-multilingual-cased	add_random_noise	0.95	1158	1.0	82.2	24.609153713298788	16.477877953877954	41.087031667176745	49.32597064411572	57.564909621054696	a .
../datasets/train_NDT-NNO_UPOS.tsv	ltgoslo/norbert2	-	-	14174	1.0	143.0	21.186468181176803	13.183180885560384	34.36964906673719	40.961239509517384	47.55282995229757	Nokre refleksjon ##ar på vegen , om Paulus og " world ##views "
../datasets/train_NDT-NNO_UPOS.tsv	ltgoslo/norbert2	add_random_noise	0.15	14174	1.0	153.2	22.875899534358684	14.293704697988977	37.16960423234766	44.31645658134215	51.46330893033664	Nokre refleksjon ##ar på vegen , om Paulus o " world ##views "
../datasets/train_NDT-NNO_UPOS.tsv	ltgoslo/norbert2	add_random_noise	0.35	14174	1.0	171.6	25.11681952871455	15.772913717316237	40.88973324603079	48.77619010468891	56.66264696334703	Nokre ref ##l ##ksjon ##ar på vegen , om [UNK] g " world ##views "
../datasets/train_NDT-NNO_UPOS.tsv	ltgoslo/norbert2	add_random_noise	0.55	14174	1.0	184.2	27.336983208691976	17.198664903346724	44.5356481120387	53.13498056371206	61.734313015385425	Nokre ref ##Kl ##eks ##jon ##ar p vegen , o Paulus [UNK] " world ##views "
../datasets/train_NDT-NNO_UPOS.tsv	ltgoslo/norbert2	add_random_noise	0.75	14174	1.0	199.2	29.56963454211937	18.657340442978303	48.22697498509767	57.555645206586824	66.88431542807598	Nok ##e refleks ##Con ##ar på , vegen , m Paulus og ##7 " world ##ve ##ws "
../datasets/train_NDT-NNO_UPOS.tsv	ltgoslo/norbert2	add_random_noise	0.95	14174	1.0	214.8	31.816353887399465	20.123282595394592	51.93963648279406	62.00127778049135	72.06291907818866	Nok ##e refle ##kj ##ona ##r p ve ##K ##gen , o ##y iP ##au ##lus [UNK] g " [UNK] "
../datasets/dev_NDT-NNO_UPOS.tsv	ltgoslo/norbert2	-	-	1890	1.0	86.0	20.14761904761905	12.520413263919037	32.668032311538084	38.928238943497604	45.18844557545712	Eg lagar ofte w ##rap ##s , det er enkel og lettvint mat som er lett å variere .
../datasets/dev_NDT-NNO_UPOS.tsv	ltgoslo/norbert2	add_random_noise	0.15	1890	1.0	92.2	21.7173544973545	13.607619168962412	35.32497366631691	42.128783250798115	48.93259283527932	Eg lagar ofte w ##rap ##s , det er [UNK] og lettvint mat som gr lett å variere .
../datasets/dev_NDT-NNO_UPOS.tsv	ltgoslo/norbert2	add_random_noise	0.35	1890	1.0	103.2	23.838412698412696	15.047358997762894	38.88577169617559	46.40945119505704	53.93313069393848	[UNK] lagar [UNK] w ##rap ##s , det er [UNK] og lettvint mat som e lett å va ##iere .
../datasets/dev_NDT-NNO_UPOS.tsv	ltgoslo/norbert2	add_random_noise	0.55	1890	1.0	115.4	25.946243386243385	16.435568690850012	42.3818120770934	50.5995964225184	58.817380767943405	E ##j laga ##Or of ##e w ##rap ##s , det er enkel [UNK] 2 ##ett ##vint mat soc er lett [UNK] v ##Bri ##ere .
../datasets/dev_NDT-NNO_UPOS.tsv	ltgoslo/norbert2	add_random_noise	0.75	1890	1.2	127.6	28.031640211640205	17.84341469839876	45.87505491003897	54.79676225923835	63.71846960843773	Ey ##g lag ##uar ofte w ##rap [UNK] , de ##0 ##t e ##C [UNK] enkel og lett ##tvi ##nt ] at so e ##6 [UNK] å variere .
../datasets/dev_NDT-NNO_UPOS.tsv	ltgoslo/norbert2	add_random_noise	0.95	1890	1.0	139.0	30.084021164021163	19.224705329870552	49.30872649389171	58.92107915882699	68.53343182376227	[UNK] laga ot ##e w ##rap ##s , et gr em ##kel o lett ##vin ##D m ##kat om e ##V let [UNK] å v - rie ##re .
../datasets/dev_LIA-west_UPOS.tsv	ltgoslo/norbert2	-	-	1158	2.0	55.0	17.501727115716754	11.512158345123007	29.01388546083976	34.769964633401266	40.52604380596277	ja .
../datasets/dev_LIA-west_UPOS.tsv	ltgoslo/norbert2	add_random_noise	0.15	1158	2.0	56.2	17.94697754749568	11.825182329840143	29.772159877335824	35.6847510422559	41.59734220717597	ja .
../datasets/dev_LIA-west_UPOS.tsv	ltgoslo/norbert2	add_random_noise	0.35	1158	2.0	59.8	18.578065630397237	12.335759749898804	30.91382538029604	37.08170525524544	43.249585130194845	ja .
../datasets/dev_LIA-west_UPOS.tsv	ltgoslo/norbert2	add_random_noise	0.55	1158	1.2	63.4	19.276856649395505	12.75139954767821	32.028256197073716	38.40395597091282	44.77965574475192	[UNK] .
../datasets/dev_LIA-west_UPOS.tsv	ltgoslo/norbert2	add_random_noise	0.75	1158	1.2	65.2	19.91295336787565	13.232288166054541	33.14524153393019	39.76138561695746	46.377529699984734	i ##a .
../datasets/dev_LIA-west_UPOS.tsv	ltgoslo/norbert2	add_random_noise	0.95	1158	1.0	67.0	20.469948186528498	13.586079554588977	34.056027741117475	40.849067518411964	47.64210729570645	j .
../datasets/train_NDT-NNO_UPOS.tsv	bert-base-multilingual-cased	-	-	14174	1.0	168.0	26.762734584450403	16.748829435409352	43.511564019859755	51.88597873756443	60.26039345526911	No ##kre ref ##lek ##sjon ##ar på veg ##en , om Paulus og " world ##view ##s "
../datasets/train_NDT-NNO_UPOS.tsv	bert-base-multilingual-cased	add_random_noise	0.15	14174	1.0	182.0	28.782164526597995	18.039129351468233	46.82129387806623	55.840858553800345	64.86042322953446	No ##kre ref ##lek ##sjon ##ar på veg ##e ##B ##n , om Paulus og " world ##view ##s "
../datasets/train_NDT-NNO_UPOS.tsv	bert-base-multilingual-cased	add_random_noise	0.35	14174	1.0	205.4	31.48346267814308	19.7845363663929	51.26799904453598	61.16026722773243	71.05253541092888	No ##kre ref ##lek ##sjon ##a ##U på veg ##en , o [UNK] m Paulus o " world ##view ##s "
../datasets/train_NDT-NNO_UPOS.tsv	bert-base-multilingual-cased	add_random_noise	0.55	14174	1.2	223.4	34.18993932552561	21.48390590972234	55.673845235247946	66.41579819010911	77.15775114497029	wo ##kre ref ##lek ##sjon ##ar på veg ##e , om Paulus o ##Q " or ##ld ##view ##s "
../datasets/train_NDT-NNO_UPOS.tsv	bert-base-multilingual-cased	add_random_noise	0.75	14174	1.0	243.4	36.85402850289262	23.237748523821725	60.09177702671434	71.7106512886252	83.32952555053606	N ##kre ref ##lek ##sjon ##ar lå veg ##en , m au ##lus Ko ##g " wo ##z ##ld ##view ##s "
../datasets/train_NDT-NNO_UPOS.tsv	bert-base-multilingual-cased	add_random_noise	0.95	14174	1.0	259.0	39.53172005079723	24.94713831615968	64.47885836695691	76.95242752503675	89.4259966831166	N - kr ##e ó ##ef ##lek ##sjon ##ar på ##J egen , om ? au ##lus o ##ög " wo ##rc ##d ##view ##s "
../datasets/dev_NDT-NNO_UPOS.tsv	bert-base-multilingual-cased	-	-	1890	2.0	122.0	25.192592592592593	15.9548950259488	41.14748761854139	49.12493513151579	57.10238264449019	E ##g laga ##r ofte w ##rap ##s , det er enkel og lett ##vint mat som er lett å varie ##re .
../datasets/dev_NDT-NNO_UPOS.tsv	bert-base-multilingual-cased	add_random_noise	0.15	1890	2.0	131.6	27.113333333333333	17.23210327398181	44.34543660731514	52.961488244306054	61.57753988129696	E ##g laga ##r ft ##e w ##rap ##s , det er enkel o lett ##vint mat som er lett å varie ##re .
../datasets/dev_NDT-NNO_UPOS.tsv	bert-base-multilingual-cased	add_random_noise	0.35	1890	2.0	138.0	29.620423280423278	18.839676759198184	48.460100039621466	57.87993841922055	67.29977679881965	é ##E ##g laga ##r oft w ##rap ##s , det er enw ##kel o lett ##vint mat som er w ##lett å varie ##re .
../datasets/dev_NDT-NNO_UPOS.tsv	bert-base-multilingual-cased	add_random_noise	0.55	1890	1.6	152.0	32.27164021164022	20.617096755022793	52.88873696666301	63.197285344174404	73.5058337216858	E ##gh laga ##r ofte w ##rap ##s , d ##vt er enkel ##m og lett ##vit ma ] som Ø ##er lett å vari ##re .
../datasets/dev_NDT-NNO_UPOS.tsv	bert-base-multilingual-cased	add_random_noise	0.75	1890	2.2	167.4	34.790793650793645	22.206274546823064	56.99706819761671	68.10020547102823	79.20334274443977	g l ##gar ofte w , ap ##s , dek r enkel ö ##g á ##ett ##vint ma som r let å varie ##e .
../datasets/dev_NDT-NNO_UPOS.tsv	bert-base-multilingual-cased	add_random_noise	0.95	1890	1.8	177.2	37.411746031746034	23.923244794239604	61.33499082598564	73.29661322310544	85.25823562022524	2 ##g laga ##r of ##e q ##rap ##s , et e ##ü en ##bel [UNK] g lett ##vin ##ñ ##t ma ps ##om © ##r left ##t varie ##re ##G .
../datasets/dev_LIA-west_UPOS.tsv	bert-base-multilingual-cased	-	-	1158	2.0	62.0	19.26683937823834	12.739062721645347	32.005902099883684	38.37543346070636	44.74496482152904	ja .
../datasets/dev_LIA-west_UPOS.tsv	bert-base-multilingual-cased	add_random_noise	0.15	1158	2.0	63.6	20.0587219343696	13.297946600778653	33.35666853514825	40.00564183553758	46.6546151359269	ja .
../datasets/dev_LIA-west_UPOS.tsv	bert-base-multilingual-cased	add_random_noise	0.35	1158	2.0	68.6	21.094645941278067	14.057586349206641	35.152232290484704	42.18102546508803	49.20981863969135	ja .
../datasets/dev_LIA-west_UPOS.tsv	bert-base-multilingual-cased	add_random_noise	0.55	1158	1.0	73.8	22.263557858376508	14.79217788387175	37.05573574224826	44.45182468418413	51.847913626120004	j - .
../datasets/dev_LIA-west_UPOS.tsv	bert-base-multilingual-cased	add_random_noise	0.75	1158	1.0	76.8	23.289119170984456	15.547689638291667	38.83680880927612	46.61065362842196	54.38449844756779	X ##a .
../datasets/dev_LIA-west_UPOS.tsv	bert-base-multilingual-cased	add_random_noise	0.95	1158	1.0	79.2	24.396027633851467	16.300264152167394	40.69629178601886	48.846423862102554	56.996555938186255	ï ##ja .
