DATASET	TOKENIZER	NOISE_TYPE	NOISE_LVL	N_SENTS	MIN_TOKS_PER_SENT	MAX_TPS	MEAN_TPS	STD_TPS	MEAN+STD	MEAN+1.5STD	MEAN+2STD	SAMPLE_SENTENCE
../datasets/train_PADT_UPOS.tsv	bert-base-multilingual-cased	-	-	6075	1.0	706.0	64.9038683127572	47.70384953812764	112.60771785088484	136.45964261994865	160.31156738901248	بر ##لين تر ##فض ح ##صول شركة ام ##ير ##كية على رخ ##صة ت ##ص ##ني ##ع د ##باب ##ة " لي ##وب ##ارد " ال ##الم ##انية
../datasets/train_PADT_UPOS.tsv	bert-base-multilingual-cased	add_random_noise	0.15	6075	1.0	745.6	69.32559670781893	50.93414542082347	120.2597421286424	145.72681483905413	171.19388754946587	بر ##لين تر ##فض ح ##صول شركة ام ##ير ##كية على رخ ##ص ##صة ت ##ص ##ني ##ع د ##باب ##ة " ل ##7 ##يو ##بار ##د " ال ##الم ##انية
../datasets/train_PADT_UPOS.tsv	bert-base-multilingual-cased	add_random_noise	0.35	6075	1.0	796.8	75.30696296296296	55.285218321141954	130.59218128410492	158.2347904446759	185.87739960524686	بر ##لين تر ##فض ح ##صول ر ##ركة ام ##ير ##كية على رخ ##ص تن ##يع r ##دب ##ابة " لي ##وب ##ارد " ال ##الم ##انية
../datasets/train_PADT_UPOS.tsv	bert-base-multilingual-cased	add_random_noise	0.55	6075	1.0	849.2	81.16395061728396	59.65106516815215	140.81501578543612	170.6405483695122	200.46608095358826	بر ##ين تر ##فض ح ##صول ش ##٥ ##ركة ام ##ير ##o ##ية على ر ##صة ت ##ص ##ني ##ع د ##باب ##ة " لي ##وب ##8 ##ارد " ال ##الم ##ان ##خ ##ية
../datasets/train_PADT_UPOS.tsv	bert-base-multilingual-cased	add_random_noise	0.75	6075	1.0	885.8	87.11901234567901	63.97821125494139	151.0972236006204	183.0863292280911	215.0754348555618	بر ##لي ##3 ##ن تر ##فض \ ح ##صول ش ##رة ام ##يك ##ية ع ##ل ##2 ##ى ٣ ##خص ##ة ت ##ص ##ني ##ع د ##باب ##ة " لي ##وب ##اد " ا ##الم ##انية
../datasets/train_PADT_UPOS.tsv	bert-base-multilingual-cased	add_random_noise	0.95	6075	1.0	947.0	93.10100411522635	68.47843697126628	161.57944108649264	195.81865957212577	230.0578780577589	بر ##لين ر ##فض ح ##ص ##و . ط ##ركة ا ##َ ##ير ##كية ل ##ى ر ##صة ت ##ص ##ٰ ##ني ##ع د ##باب " لي ##وب ##ا ؟ رد " s ##لال ##ماني ##ة
../datasets/dev_PADT_UPOS.tsv	bert-base-multilingual-cased	-	-	909	3.0	201.0	57.78767876787679	33.473731092750135	91.26140986062693	107.99827540700198	124.73514095337705	م ##ير ##اث ب 300 ال ##ف دولار ي ##قل ##ب حياة م ##تش ##رد ام ##ير ##كي
../datasets/dev_PADT_UPOS.tsv	bert-base-multilingual-cased	add_random_noise	0.15	909	3.0	215.2	61.622002200220024	35.804365634652235	97.42636783487225	115.32855065219837	133.2307334695245	م ##ير ##اث ب 300 ال ##ف دولار قلب حياة م ##تش ##رد ام ##ير ##كي
../datasets/dev_PADT_UPOS.tsv	bert-base-multilingual-cased	add_random_noise	0.35	909	3.8	234.4	66.65324532453243	38.605305609037586	105.25855093357002	124.5612037380888	143.8638565426076	م ##ير ##اث ب 300 ال ##ف دولار ي ##قل ) حياة م ##ّ ##شر ##د ا ##ير ##كي
../datasets/dev_PADT_UPOS.tsv	bert-base-multilingual-cased	add_random_noise	0.55	909	3.6	254.0	71.83894389438943	41.74739865358312	113.58634254797255	134.4600418747641	155.33374120155565	م ##ي ##ئر ##اث ب 300 ال ##ف دو ##A ##ار ي ##قل حياة ٠ ##تش ##رد ام ##ير ##كي
../datasets/dev_PADT_UPOS.tsv	bert-base-multilingual-cased	add_random_noise	0.75	909	3.8	272.6	76.88162816281628	44.596030859994634	121.47765902281091	143.77567445280823	166.07368988280555	م ##ير ##ا ##e ##ث 300 تل ##ف دولار قلب حياة ت ##شر ##د امر ##كي
../datasets/dev_PADT_UPOS.tsv	bert-base-multilingual-cased	add_random_noise	0.95	909	3.4	293.6	81.93773377337735	47.70187684229568	129.63961061567304	153.49054903682088	177.3414874579687	م ##را ##ث 2 300 ا ##ف دول / ر ة ##قل ##ب حي ##ا ##9 ت ##شر ##د ام ##٥ ##ر ##كي
../datasets/dev_dar-egy_UPOS.tsv	bert-base-multilingual-cased	-	-	350	21.0	87.0	50.074285714285715	13.13621695612429	63.21050267041001	69.77861114847215	76.3467196265343	لي ##ه لما ت ##حب حد من قلب ك ي ##طل ##ع و ##اط ##ى لي ##ه لما تل ##عب على واحد ي ##طل ##ع بي ##حب ك لي ##ه ال ##لى ه ي ##موت علي ك ان ##ت م ##ش ط ##اي ##ق ه و ال ##لى ه تم ##وت علي ه م ##ش ط ##اي ##ق ك ع ##جب ت ل ك يا ز ##من
../datasets/dev_dar-egy_UPOS.tsv	bert-base-multilingual-cased	add_random_noise	0.15	350	21.4	87.8	51.86514285714286	13.622943447398399	65.48808630454126	72.29955802824045	79.11102975193965	لي ##ه لما ت ##حب حد من قلب ك ي ##طل ##ع و ##اط ##ى لي ##ه لما تل ##عب على واحد ي ##طل ##ع ب ##حب ك لي ##ه ال ##لى ه ي ##موت علي ان ##ت م " ش ط ##اي ##ق ##آ ه و ال ##لى ه تم ##وت علي م ##ش ط ##اي ##ق ك ع ##جب ٌ ل ك يا ز ##من
../datasets/dev_dar-egy_UPOS.tsv	bert-base-multilingual-cased	add_random_noise	0.35	350	23.4	91.8	54.32114285714285	14.112634525267458	68.43377738241031	75.49009464504404	82.54641190767776	لي ##ه % ما ت ##حب د م ##ً ##ن M ##لب B ##ك ي ##طل ##ع و ##اط ##ى لي ##ُ ##ه لم ##0 تل ##عب على واحد ي ##طل ##ع ي ##حب ك ُ ##لي ##ه ال ##لى ه ي ##موت ع ##ي ك ##3 ان ##ت ّ ##ش ا ##يق ه و ال ##لى ه تم ##وت علي ه م ##ش ط ##اي ##ق ك ع ##جب ت ##B ل يا ز ##من
../datasets/dev_dar-egy_UPOS.tsv	bert-base-multilingual-cased	add_random_noise	0.55	350	23.6	91.8	56.53942857142857	14.986952283128351	71.52638085455692	79.01985699612109	86.51333313768528	لي ##ه ##ف لما ##ٍ ت ##حب ح " من قلب ##ُ ء ي ##طل ##ع ص ##اط ##ى لي ##ه لم ##غ تل ##عب غ ##لى و ##اح : د ي ##ط ##ٌ ##ع ي ##حب لي ##ه ال ##s ##لى ه ##ٰ ي ##مو ##ٌ ##ت علي ك ا ##ّ ##ت م ##ش ط ##اي ##ق 3 ل ##لى ل تم ##وت علي ه ; ش ط ##ث ##يق ك ع ##جب ت ل ك ##l يا ز ##من
../datasets/dev_dar-egy_UPOS.tsv	bert-base-multilingual-cased	add_random_noise	0.75	350	26.6	94.2	59.13199999999999	15.4476099443086	74.57960994430859	82.30341491646288	90.0272198886172	لي ل ##ْ ##ما ت ##حب حد ذ ##ن ق ##لة ##ب ك ي ##طل ا ##ط ##ى لي ##ه لما ت ##عب I ##عل ##ى ا ##حد ي ##ط ##ع بي ##ه ##حب + لي ##ه ال ##دل ##ى 1 ##ه ي ##موت ؟ لي س ان ##ت m ##ش ط ##َا ##يق ح ال ##لى ه تو ##ت 8 ##عل ##ي م ##ش » ح ##طا ##يق 8 ##ك جب ش ي ز ##من
../datasets/dev_dar-egy_UPOS.tsv	bert-base-multilingual-cased	add_random_noise	0.95	350	25.6	97.0	61.56628571428571	16.135571524317907	77.70185723860362	85.76964300076257	93.83742876292152	لي ##ه ##خ لم ; ت ##ب ح ##أ ن ق ##اب ي ##طل و ##ا ##ـ ##ى لي \ اما تل ##ع ##O على و ##ؤ ##حد ي ##طل ب < ي ##حب لي + ا ##s ##لل ##ى غ ##موت على ##ي ع ##ك ان ##ت ##ؤ o ##م ##ش ط ; ا ##يق < و . ال ##ى ّ تم ##و علي ##ع ه م ##١ 9 ##اي ##ق َ ع ##جب ##ة ت ##ت ْ ي ##زا ز ##من
